word,entropy_bits,expected_remaining,worst_case_remaining,is_possible_answer,frequency_score
trugo,4.791905,169.3050,460,0,1.421814
dinge,4.791861,189.1823,493,0,1.468251
donut,4.791691,185.0432,534,1,1.360259
logia,4.791487,151.6652,342,0,1.514039
clang,4.791461,171.1711,491,1,1.433909
ulema,4.791348,146.1032,304,0,1.572138
grins,4.791326,163.3179,410,0,1.462203
crops,4.791294,167.9762,452,0,1.433909
birls,4.791289,147.8579,331,0,1.462203
riser,4.791275,142.0246,351,1,1.562203
gobar,4.791231,170.4410,423,0,1.468251
niche,4.791144,153.6065,388,1,1.491793
caves,4.791120,142.8255,359,0,1.569114
lenes,4.790869,152.4125,406,0,1.418359
puled,4.790600,173.4389,451,0,1.431965
until,4.790429,159.3551,441,1,1.400216
clams,4.790340,172.5862,473,0,1.436717
limas,4.790189,148.5006,377,0,1.466523
ghest,4.790186,177.4916,435,0,1.490281
grith,4.789949,170.9421,471,0,1.422462
linty,4.789697,161.7862,439,0,1.466523
fairy,4.789587,150.9473,359,1,1.567171
franc,4.789321,159.6376,438,0,1.474082
swirl,4.789313,154.2639,358,1,1.484233
aiyee,4.789158,125.3957,280,0,1.549028
donee,4.789045,174.4955,497,0,1.418790
auloi,4.788779,143.2842,338,0,1.565875
savey,4.788562,140.7512,332,0,1.662851
seirs,4.788498,141.6540,351,0,1.593521
likes,4.788392,141.2022,356,0,1.511447
maneb,4.788346,151.7438,378,0,1.520302
molts,4.788216,162.3114,439,0,1.399784
brunt,4.787760,172.9387,462,1,1.424622
lengs,4.787742,145.6324,350,0,1.495680
crepy,4.787632,159.6531,357,0,1.568898
remet,4.787460,168.1387,462,0,1.446004
dalle,4.787412,163.3629,434,0,1.528942
corer,4.787377,167.0821,421,1,1.554644
ecrus,4.787374,143.5235,304,0,1.560475
luges,4.787289,152.6803,381,0,1.480130
preen,4.787091,178.7883,482,1,1.428078
pours,4.787036,172.1836,464,0,1.433261
koels,4.786938,146.9119,350,0,1.526566
waney,4.786922,148.3114,329,0,1.611231
tendu,4.786751,152.1801,374,0,1.468683
pyran,4.786678,154.4350,378,0,1.455508
boils,4.786659,158.4661,430,0,1.430238
swain,4.786613,164.2873,430,0,1.477538
paged,4.786484,159.5883,403,0,1.492657
ponts,4.786421,173.1512,501,0,1.391577
patte,4.786077,157.2514,395,0,1.528294
sandy,4.786005,160.8816,444,1,1.505400
duans,4.785998,158.0186,408,0,1.431965
mosey,4.785996,150.1732,335,0,1.570626
hilts,4.785851,169.2056,475,0,1.398704
thesp,4.785785,193.9114,465,0,1.474946
boult,4.785734,184.8730,517,0,1.394384
scend,4.785703,152.8246,355,0,1.504752
butes,4.785470,159.5780,416,0,1.501944
hogen,4.784998,168.1680,404,0,1.464147
derms,4.784830,151.3551,388,0,1.507127
dicot,4.784784,169.2704,484,0,1.374514
hours,4.784782,165.9460,427,0,1.431749
thins,4.784485,192.4030,560,0,1.403672
picot,4.784402,171.3188,477,0,1.370842
goety,4.784334,151.8803,366,0,1.576674
eager,4.784315,151.0173,408,1,1.550108
rakis,4.784299,134.7797,318,0,1.520734
grads,4.784286,151.1184,383,0,1.482073
raxes,4.784177,126.0583,321,0,1.660691
pions,4.783962,173.9114,487,0,1.398272
dirty,4.783863,165.7352,436,1,1.480562
panty,4.783731,165.0397,429,0,1.482937
laigh,4.783550,163.0795,452,0,1.433909
mabes,4.783502,145.4371,355,0,1.537365
gript,4.783451,175.2143,487,0,1.413607
cutin,4.783418,186.7788,534,0,1.365227
kebar,4.783290,152.8713,373,0,1.562851
mobie,4.783003,154.3149,333,0,1.491793
unmet,4.782640,152.8117,371,1,1.470410
ameer,4.782622,158.1274,412,0,1.530454
azote,4.782618,126.1905,258,0,1.647948
clags,4.782455,162.3114,443,0,1.439309
money,4.782342,160.6803,379,1,1.553996
spica,4.782269,169.7197,420,0,1.478402
crips,4.782169,167.7102,448,0,1.427430
takin,4.782108,161.6359,437,0,1.447732
decay,4.781940,152.5568,327,1,1.584449
dowle,4.781772,162.4125,419,0,1.486825
opted,4.781769,151.8086,363,0,1.484449
cyans,4.781503,156.7244,424,0,1.431965
denet,4.781380,180.7641,508,0,1.371274
fecit,4.781196,164.1749,396,0,1.489201
corps,4.781145,172.5197,452,0,1.419006
voles,4.781132,145.3145,342,0,1.528294
twals,4.781111,158.6700,439,0,1.462203
thief,4.780367,168.4151,421,1,1.471922
leets,4.780313,157.3378,405,0,1.438445
oaves,4.779976,126.7909,244,0,1.632397
bogie,4.779285,157.6600,357,0,1.509071
glout,4.779276,174.8695,491,0,1.379050
globe,4.779189,164.6683,415,1,1.489417
media,4.778878,152.7875,290,1,1.556371
trats,4.778851,158.3175,430,0,1.503240
spout,4.778716,195.3542,557,1,1.409935
dreys,4.778714,140.7400,335,0,1.552916
broke,4.778217,158.9188,422,1,1.562203
purin,4.777962,173.1883,464,0,1.393737
nutso,4.777827,169.8233,479,0,1.402376
avels,4.777658,145.5305,333,0,1.574730
tacho,4.777347,162.4479,422,0,1.457235
razes,4.777318,126.5905,319,0,1.659611
adios,4.777269,139.8907,326,0,1.518143
inlay,4.777161,153.1641,382,1,1.533909
preys,4.777155,148.6251,341,0,1.549244
thaim,4.777029,172.6622,455,0,1.425486
natch,4.776979,174.3356,479,0,1.436069
mylar,4.776794,155.1469,380,0,1.476242
bohea,4.776463,137.5270,277,0,1.600648
fades,4.776438,138.3391,341,0,1.552700
teens,4.776418,163.1166,439,0,1.418575
aunty,4.776120,157.7119,390,1,1.505184
naves,4.776034,135.3914,335,0,1.578402
dower,4.775807,172.6968,444,0,1.556371
heids,4.775613,154.0082,370,0,1.473434
bardo,4.775583,162.4661,412,0,1.485745
herms,4.775560,154.4471,374,0,1.501944
erick,4.775544,162.4981,372,0,1.565875
forts,4.775525,164.0160,440,0,1.459395
grume,4.775064,170.1516,449,0,1.497840
lurve,4.774830,147.0510,370,0,1.555292
white,4.774704,164.7158,418,1,1.499352
asset,4.774678,142.2484,347,1,1.578402
break,4.774535,156.3538,373,1,1.605832
rowed,4.774492,172.1171,444,0,1.534773
shunt,4.774310,215.9702,615,1,1.393521
built,4.774270,188.7287,538,1,1.384881
pansy,4.774203,175.7326,481,1,1.468683
metic,4.773667,152.7641,358,0,1.486177
prams,4.773610,166.9171,446,0,1.476458
fusel,4.773587,162.6121,415,0,1.479050
lunts,4.773498,159.9849,431,0,1.396976
eaned,4.773415,164.0419,436,0,1.451620
micra,4.773340,156.8462,355,0,1.481425
melic,4.773338,154.3503,371,0,1.478186
unget,4.772961,161.9356,411,0,1.472570
votes,4.772878,145.1391,349,0,1.536285
writs,4.772682,162.7529,442,0,1.450756
knelt,4.772507,146.6000,323,1,1.500000
gyres,4.771952,140.2104,329,0,1.535853
upran,4.771840,147.9719,354,0,1.457451
wines,4.771666,158.3546,384,0,1.492009
veils,4.771653,152.8963,384,0,1.508639
doily,4.771561,176.9369,490,0,1.445356
porny,4.771520,178.3650,479,0,1.463499
tapet,4.771204,159.8121,395,0,1.520086
sheel,4.771183,172.0721,468,0,1.417495
viers,4.771158,143.3438,343,0,1.560259
minas,4.771140,157.2618,402,0,1.445140
clous,4.770933,168.6475,463,0,1.392873
rawns,4.770775,148.4082,368,0,1.483585
infer,4.770701,148.7261,352,1,1.570194
aorta,4.770697,149.2436,384,1,1.502808
bialy,4.770591,170.2225,467,0,1.508423
broth,4.770547,179.6376,501,1,1.427214
hayed,4.770463,143.4052,311,0,1.533477
urman,4.770447,150.9015,379,0,1.459179
whole,4.770259,154.7261,374,1,1.502592
mauri,4.769871,140.9248,284,0,1.519438
stank,4.769862,173.5909,472,1,1.498272
timon,4.769664,177.9633,492,0,1.370194
dregs,4.769546,154.3400,386,0,1.518143
gibel,4.769205,175.8389,444,0,1.443629
sperm,4.768356,165.2091,406,1,1.535205
lesbo,4.768356,139.4380,313,0,1.515335
loamy,4.768315,161.4302,441,1,1.511015
lauds,4.768214,152.4082,410,0,1.439741
bield,4.768102,178.8955,432,0,1.470410
longa,4.767849,166.3719,395,0,1.469978
yield,4.767769,160.3892,360,1,1.499136
ursid,4.767734,159.5840,418,0,1.406911
beams,4.767539,155.8501,355,0,1.538229
gland,4.767422,189.4173,531,1,1.398920
cheap,4.767360,173.2428,363,1,1.514903
duros,4.767305,167.1762,440,0,1.412095
lythe,4.766844,134.7382,301,0,1.513607
cyder,4.766613,151.3317,363,0,1.529590
dargs,4.766420,150.2216,383,0,1.459611
kelts,4.766399,145.4475,359,0,1.496976
frust,4.766263,187.1728,519,0,1.417711
talks,4.766262,159.5365,450,0,1.456587
roneo,4.766255,158.1473,383,0,1.540173
fouat,4.766201,165.7076,373,0,1.473434
bilge,4.766142,174.2760,444,1,1.473650
fresh,4.766098,160.7356,398,1,1.530022
tubal,4.765785,172.8445,454,1,1.426998
ratan,4.765686,158.9965,407,0,1.455508
gemot,4.765601,157.8173,378,0,1.466739
grese,4.765457,171.4363,476,0,1.463499
perms,4.765330,162.7132,406,0,1.503456
leaky,4.765306,151.0994,350,1,1.624190
ctene,4.765222,166.8246,457,0,1.403888
tonne,4.765166,156.1819,397,0,1.525918
hinge,4.765166,172.8695,439,1,1.463067
girns,4.765126,167.1641,410,0,1.425918
lisle,4.765060,155.9918,395,0,1.488985
leuch,4.764998,171.4233,409,0,1.460475
awned,4.764871,169.0950,404,0,1.494168
roral,4.764818,149.6566,361,0,1.511879
clems,4.764536,160.5594,370,0,1.472138
bursa,4.764520,158.6786,367,0,1.497408
mauts,4.764451,171.8821,472,0,1.436069
biome,4.764337,152.0678,333,1,1.510367
mourn,4.763729,184.7650,499,1,1.395896
kasme,4.763684,151.9114,371,0,1.525270
enure,4.763501,158.6156,432,0,1.447084
thrip,4.763472,178.5689,474,0,1.387041
merel,4.763402,168.2147,442,0,1.439309
gonia,4.763382,176.7417,426,0,1.493089
wider,4.763168,171.7516,428,1,1.533045
decos,4.763165,140.1171,302,0,1.491793
rabic,4.763154,149.7551,360,0,1.484017
skein,4.763065,168.5516,390,0,1.509071
domes,4.762951,154.9689,366,0,1.476242
saick,4.762863,172.7114,468,0,1.479266
preif,4.762794,164.4652,402,0,1.502376
lousy,4.762733,170.6130,481,1,1.445572
raias,4.762350,140.6553,350,0,1.489417
loafs,4.762108,145.2557,379,0,1.480562
brief,4.762059,165.2099,421,1,1.528726
pebas,4.761992,153.1538,349,0,1.518790
richt,4.761704,170.7667,459,0,1.425486
laved,4.761423,160.9940,422,0,1.542333
rybat,4.761216,153.5253,380,0,1.467603
mauls,4.761077,168.1205,459,0,1.432829
burnt,4.761053,178.8695,462,1,1.406695
power,4.761021,168.2397,419,1,1.552700
retro,4.760954,148.8816,378,1,1.540821
wince,4.760934,169.9097,440,1,1.466523
tapus,4.760863,168.1551,462,0,1.430454
atoms,4.760682,152.7227,381,0,1.489417
nerdy,4.760672,152.3175,347,1,1.584233
laiks,4.760642,154.0903,417,0,1.468035
ester,4.760581,149.1469,391,1,1.530238
china,4.760523,185.3741,457,1,1.451404
hamed,4.760508,154.7235,375,0,1.488985
patus,4.760359,169.2842,462,0,1.440389
beryl,4.760097,150.5844,334,0,1.552268
taint,4.760028,180.0367,487,1,1.447084
sputa,4.760019,186.5214,462,0,1.466307
embar,4.759967,155.3067,365,0,1.571490
deign,4.759889,199.2911,493,1,1.440821
cooer,4.759878,170.2544,421,0,1.572138
yourn,4.759851,164.8056,446,0,1.425486
aulic,4.759652,150.1749,341,0,1.478618
chime,4.759575,178.2631,446,1,1.459179
habit,4.759495,170.7754,455,1,1.420950
doges,4.759477,153.1253,369,0,1.478402
ravin,4.759436,157.2082,373,0,1.496760
coyed,4.759417,156.5965,343,0,1.483801
yards,4.759390,143.4406,350,0,1.485961
brins,4.759371,158.1559,395,0,1.460475
motis,4.759318,163.6851,448,0,1.403240
gyral,4.759133,157.6557,371,0,1.477754
wersh,4.759109,169.8518,423,0,1.504536
pasty,4.759037,173.9875,465,1,1.499568
pacos,4.758941,157.5832,401,0,1.438013
saist,4.758937,171.6151,470,0,1.520950
syboe,4.758900,143.8985,319,0,1.525702
pheon,4.758748,168.2501,393,0,1.454212
prima,4.758744,167.3654,379,0,1.486177
dhals,4.758723,159.3292,421,0,1.427214
dyers,4.758684,148.2579,335,0,1.532397
arias,4.758495,140.2458,350,0,1.489201
craal,4.758382,172.4894,459,0,1.463283
fuero,4.758203,150.1162,344,0,1.548380
fease,4.757745,163.0389,435,0,1.481641
cabin,4.757603,179.3274,475,1,1.401512
tiyns,4.757552,169.8864,481,0,1.381425
stork,4.757364,165.5218,436,1,1.500216
stylo,4.757296,153.2238,396,0,1.455292
ranks,4.757266,150.5395,381,0,1.484017
perce,4.757153,191.9270,536,0,1.403240
gerne,4.757148,187.2842,528,0,1.428078
blash,4.757145,178.3538,495,0,1.432613
sonne,4.757135,158.4566,376,0,1.551620
staph,4.757127,197.5425,532,0,1.463715
hauns,4.757048,161.5883,428,0,1.421598
foyer,4.757021,150.7659,330,1,1.588337
unapt,4.757011,156.1931,411,0,1.422894
manul,4.756976,167.6471,461,0,1.406479
surer,4.756916,161.5667,416,1,1.550972
sound,4.756868,188.1369,551,1,1.392225
trayf,4.756745,150.7978,404,0,1.474298
fains,4.756664,161.1132,423,0,1.465659
blits,4.756614,172.7616,486,0,1.405832
fents,4.756528,154.2181,386,0,1.487689
modes,4.756167,155.4225,366,0,1.478402
elvan,4.756130,157.7793,345,0,1.563499
skirl,4.756117,152.2700,355,0,1.480346
roked,4.756057,157.8225,401,0,1.535205
orval,4.755685,148.0739,349,0,1.535205
sizer,4.755551,140.0505,343,0,1.618790
boney,4.755548,164.5810,373,1,1.554860
gaped,4.755491,161.3516,403,0,1.484881
rajes,4.755173,126.4981,319,0,1.654428
calms,4.755119,172.6285,473,0,1.416847
basti,4.755108,152.3218,397,0,1.495248
vealy,4.755084,157.3542,363,0,1.614687
losel,4.755031,149.5987,353,0,1.492657
bices,4.754936,147.7905,360,0,1.480994
usher,4.754501,136.2959,333,1,1.572786
lefts,4.754457,149.2419,366,0,1.495032
harms,4.754397,159.4786,396,0,1.451836
brith,4.754275,174.8575,478,0,1.420734
ramus,4.754085,151.2056,369,0,1.474298
exalt,4.754076,148.1482,351,1,1.607343
glued,4.753351,183.8095,473,0,1.420950
wades,4.753108,145.7317,361,0,1.535637
terts,4.752957,155.1598,391,0,1.530238
inula,4.752786,152.3339,340,0,1.497624
blots,4.752213,168.1801,455,0,1.412311
liven,4.752152,165.9711,417,0,1.487473
pinto,4.752032,173.9503,479,1,1.392225
relax,4.751829,136.0350,318,1,1.642333
absey,4.751822,135.2056,288,0,1.609719
clegs,4.751738,152.6847,354,0,1.474730
kines,4.751606,156.5352,383,0,1.481857
pesty,4.751015,164.3607,374,0,1.549676
buist,4.750800,200.2354,575,0,1.373866
chyle,4.749934,156.6855,375,0,1.480130
warty,4.749918,158.8281,395,1,1.533693
ragus,4.749868,148.0609,353,0,1.476458
rakee,4.749779,151.1961,427,0,1.548812
rinds,4.749513,161.9451,389,0,1.424406
tigon,4.749376,185.5417,514,0,1.372354
sarky,4.749162,162.4030,414,0,1.558963
sixer,4.749104,141.5184,350,0,1.619870
noyed,4.749077,159.0216,355,0,1.493089
flary,4.748933,165.4544,407,0,1.554212
luach,4.748883,181.9391,494,0,1.415551
stirk,4.748795,165.2004,428,0,1.493737
fibre,4.748522,161.8225,421,1,1.511663
slack,4.748471,192.5836,535,1,1.466307
ulnad,4.748445,169.7300,430,0,1.408639
tryma,4.748229,151.1253,382,0,1.475810
huias,4.748184,149.2575,344,0,1.455724
poker,4.748074,158.9948,384,1,1.553132
zonae,4.748023,134.8704,278,0,1.609935
indue,4.747921,160.2803,373,0,1.482073
taxes,4.747819,135.6825,344,0,1.596760
scrip,4.747758,170.4903,448,0,1.420086
panic,4.747434,171.9451,453,1,1.419870
worts,4.747143,172.2017,462,0,1.442333
prore,4.747071,168.7607,455,0,1.523326
dicta,4.746869,160.3901,396,0,1.437149
betid,4.746868,172.3901,423,0,1.472138
sanko,4.746800,163.4950,430,0,1.474298
gleet,4.746700,175.3413,477,0,1.383585
prems,4.746640,164.3210,406,0,1.511879
domal,4.746460,177.2765,448,0,1.418143
rival,4.746361,151.2618,327,1,1.523758
sprag,4.746139,160.0004,413,0,1.471706
buras,4.746117,156.5819,367,0,1.489633
grays,4.745869,144.5931,367,0,1.488121
ganef,4.745783,162.5810,397,0,1.500216
dowse,4.745247,163.8898,404,0,1.475810
camis,4.745038,163.4492,411,0,1.424838
rangy,4.745028,168.6726,403,0,1.514903
lubes,4.744980,159.7006,399,0,1.463715
diker,4.744923,159.1762,391,0,1.528942
loves,4.744707,146.6959,342,0,1.524406
lidos,4.744624,153.1857,394,0,1.392009
camos,4.744596,163.6799,417,0,1.430454
plasm,4.744548,187.2626,521,0,1.404104
loral,4.744401,151.8855,361,0,1.508207
capul,4.744121,180.7927,504,0,1.385313
deres,4.744056,173.1330,469,0,1.432397
melty,4.744005,158.1102,354,0,1.541253
urged,4.743952,175.1287,454,0,1.477970
sorra,4.743935,156.9231,382,0,1.533045
rupia,4.743923,154.1456,348,0,1.503888
saola,4.743919,155.8959,433,0,1.476458
horny,4.743911,170.5197,436,1,1.461987
crusy,4.743788,165.2540,444,0,1.451188
estop,4.743539,153.6790,374,0,1.534989
vaned,4.743399,165.1495,423,0,1.509719
sleep,4.743389,190.5888,522,1,1.393952
sling,4.743368,177.3240,510,1,1.421598
malty,4.743331,174.4315,465,0,1.491145
shark,4.743157,178.5870,434,1,1.505832
quare,4.743100,128.8419,302,0,1.656156
lauch,4.743023,181.0864,494,0,1.410367
etage,4.742991,154.3339,401,0,1.473002
novel,4.742791,155.6713,371,1,1.509935
craws,4.742661,160.1058,408,0,1.478402
spiry,4.742312,174.0333,448,0,1.498704
tondi,4.742276,176.3443,502,0,1.395464
sairs,4.742164,143.7317,350,0,1.543413
sonse,4.742097,158.9292,376,0,1.549244
aglee,4.741979,163.2134,435,0,1.475810
pomes,4.741929,167.0467,388,0,1.472570
giust,4.741910,200.3814,579,0,1.357235
speer,4.741842,182.9559,486,0,1.479050
ducat,4.741831,171.8121,445,0,1.397624
coady,4.741822,165.8389,440,0,1.479698
afros,4.741808,144.0073,328,0,1.504968
ahind,4.741806,183.5080,453,0,1.417063
whose,4.741742,172.8160,396,1,1.491577
puree,4.741651,183.2143,516,1,1.430886
cruve,4.741627,166.9706,447,0,1.510583
pulao,4.741616,162.5577,346,0,1.452916
drawl,4.741342,164.7564,433,1,1.464795
ladle,4.741201,164.5205,434,1,1.515983
carks,4.741105,170.7028,436,0,1.465227
nudes,4.740642,154.3365,379,0,1.458747
drees,4.740536,173.5555,469,0,1.440821
peres,4.740530,180.3477,486,0,1.428726
idola,4.740388,148.1585,337,0,1.515767
homes,4.740300,157.2454,359,0,1.471058
meiny,4.740173,173.5624,424,0,1.532829
scrab,4.740151,151.5538,381,0,1.490497
brads,4.740070,157.7551,391,0,1.480346
rhyta,4.739987,153.1434,354,0,1.490065
lases,4.739802,138.4497,344,0,1.574082
grisy,4.739790,161.4441,429,0,1.473218
anglo,4.739772,166.7771,395,0,1.441685
meous,4.739673,152.1369,331,0,1.493521
foyle,4.739656,151.5641,334,0,1.518790
argus,4.739541,148.8160,353,0,1.476242
march,4.739353,188.0972,491,1,1.426998
modal,4.739225,177.6004,448,1,1.420302
wents,4.739213,159.3888,399,0,1.470626
lysed,4.739138,148.1784,362,0,1.478402
sloes,4.739132,148.3840,353,0,1.545356
spued,4.739104,177.3499,464,0,1.451836
heady,4.738957,153.2635,343,1,1.579482
tabid,4.738850,173.2635,448,0,1.405184
freet,4.738846,186.6052,511,0,1.443844
puris,4.738761,172.4272,441,0,1.402808
merch,4.738684,179.9356,447,0,1.477106
final,4.738581,176.2510,452,1,1.450972
flake,4.738472,165.6030,406,1,1.547948
dimes,4.738388,159.3508,385,0,1.448380
sheaf,4.738321,160.2130,349,0,1.558099
drank,4.738236,169.8596,446,1,1.450540
dowar,4.738154,175.7145,423,0,1.459395
uneth,4.738131,166.9421,378,0,1.467171
arvos,4.738030,148.4048,365,0,1.511231
croup,4.738007,188.3019,525,1,1.375594
meynt,4.737875,157.5028,380,0,1.466307
cults,4.737860,177.3084,488,0,1.370842
magot,4.737383,170.5274,445,0,1.416199
chapt,4.737355,203.3991,553,0,1.393089
flans,4.737258,164.1844,441,0,1.452700
lathy,4.737229,162.3952,441,0,1.497840
abord,4.737102,170.8497,412,0,1.465011
foray,4.737086,159.1667,370,1,1.553132
trist,4.736726,179.4501,492,0,1.434989
guiro,4.736588,164.5274,427,0,1.426566
sprod,4.736569,175.3326,478,0,1.409935
urban,4.736566,158.4194,390,1,1.444924
yerds,4.736447,142.1136,335,0,1.536069
apish,4.736384,178.3564,438,0,1.420302
gorsy,4.736152,174.3659,451,0,1.464795
prees,4.736052,180.9844,486,0,1.437149
torta,4.735969,160.9940,384,0,1.504536
fural,4.735722,159.9952,374,0,1.494600
bolts,4.735711,170.6994,455,0,1.400648
taxor,4.735694,146.3132,376,0,1.523758
trass,4.735664,157.7551,430,0,1.510151
mercy,4.735620,165.5892,355,1,1.542117
piker,4.735585,159.5512,385,0,1.525270
savin,4.735097,169.4423,445,0,1.458531
cered,4.734999,193.9719,538,0,1.395464
hyena,4.734753,146.2691,339,1,1.541469
sangh,4.734749,183.2989,507,0,1.411663
fogle,4.734637,167.8907,416,0,1.476458
guard,4.734455,172.6156,448,1,1.430670
tuart,4.734426,168.2536,435,0,1.465875
trets,4.734335,158.4479,391,0,1.538661
clype,4.734248,160.3210,405,0,1.453996
iller,4.734147,146.8773,334,0,1.566523
hurts,4.734121,189.6013,484,0,1.405832
mount,4.734091,197.5832,560,1,1.355508
styme,4.734003,148.8860,353,0,1.528294
these,4.733901,194.2803,535,1,1.404968
adopt,4.733875,157.5184,386,1,1.433693
tarts,4.733840,162.2622,430,0,1.480130
eased,4.733591,150.6674,395,0,1.468251
meter,4.733554,174.0281,462,1,1.448380
daven,4.733240,165.7680,423,0,1.507559
milts,4.733193,168.8989,465,0,1.371922
regie,4.732990,171.8708,469,0,1.441901
testa,4.732941,154.0168,347,0,1.549460
oller,4.732737,146.3313,345,0,1.579266
cutis,4.732671,185.2505,527,0,1.374298
genre,4.732625,189.0052,528,1,1.416415
towed,4.732477,168.6423,422,0,1.470842
flues,4.732372,165.0052,415,0,1.474730
heres,4.732370,170.0955,456,0,1.427214
odyle,4.732142,145.7629,322,0,1.512743
splay,4.732066,182.0030,488,0,1.499352
byres,4.732033,147.0415,345,0,1.534125
huger,4.731841,166.3296,418,0,1.492441
began,4.731812,173.9322,394,1,1.498704
wiper,4.731719,167.1443,413,0,1.519006
witan,4.731549,170.4307,434,0,1.430454
opens,4.731531,154.8307,360,0,1.508207
sixte,4.731464,160.5171,418,0,1.553564
unces,4.731426,148.2156,350,0,1.466091
wains,4.731253,164.2916,430,0,1.448596
amins,4.731171,162.1905,402,0,1.448596
brume,4.731131,175.0916,466,0,1.496112
taals,4.731113,173.0112,493,0,1.434557
nerks,4.730974,144.1836,347,0,1.524622
decry,4.730826,160.0773,363,1,1.550972
takis,4.730797,156.1516,425,0,1.456803
peaks,4.730397,164.8039,375,0,1.521382
aedes,4.730106,155.9581,395,0,1.450972
archi,4.730023,147.8760,345,0,1.499568
comas,4.729921,168.1508,417,0,1.431749
often,4.729841,152.0721,358,1,1.493305
roars,4.729757,148.8661,382,0,1.501728
mirth,4.729716,178.1603,464,1,1.383585
sugan,4.729583,181.7533,468,0,1.421166
walis,4.729467,154.7909,404,0,1.452484
roshi,4.729274,143.0337,348,0,1.471058
glory,4.729057,167.3136,410,1,1.474298
rebop,4.728778,160.5827,402,0,1.501080
tabun,4.728516,170.7305,455,0,1.387041
